"","id_number","go_trial_accuracy","omission_error","go_trial_RT_mean","go_trial_RT_sd","accurate_go_trial_RT_mean","accurate_go_trial_RT_sd","inaccurate_go_trial_RT_mean","inaccurate_go_trial_RT_sd","go_trial_RT_mean_omissions_replaced","go_trial_RT_sd_omissions_replaced","accurate_go_trial_RT_mean_omissions_replaced","accurate_go_trial_RT_sd_omissions_replaced","mu_go","sigma_go","tau_go","mu_accurate_go","sigma_accurate_go","tau_accurate_go","go_trial_RT_SSRT_mean_method","accurate_go_trial_SSRT_mean_method","go_trial_RT_SSRT_mean_method_omissions_replaced","accurate_go_trial_SSRT_mean_method_omissions_replaced","all_go_SSRT_integration_method","correct_go_SSRT_integration_method","correct_go_SSRT_omissions_replaced_integration_method","mean_ssd","mean_presp"
"1",1,100,0,795.117201038459,68.8598577387367,795.117201038459,68.8598577387367,NA,NA,795.117201038459,68.8598577387367,795.117201038459,68.8598577387367,740.02931484747,41.315914643242,55.0878861909894,740.02931484747,41.315914643242,55.0878861909894,225.305880283742,225.305880283742,225.305880283742,225.305880283742,232.377612228804,232.377612228804,232.377612228804,569.811320754717,0.566037735849057
"2",1,100,0,795.117201038459,68.8598577387367,795.117201038459,68.8598577387367,NA,NA,795.117201038459,68.8598577387367,795.117201038459,68.8598577387367,740.02931484747,41.315914643242,55.0878861909894,740.02931484747,41.315914643242,55.0878861909894,225.305880283742,225.305880283742,225.305880283742,225.305880283742,232.377612228804,232.377612228804,232.377612228804,569.811320754717,0.566037735849057
